id;title;description;release_year;age_certification;runtime;genre;countries;imdb_score;imdb_votes;cast
tm351214;Long Shot;When Juan Catalan is arrested for a murder he insists he didn't commit, he builds his case for innocence around unexpected raw footage.;2015;;40;crime;US;7.4;8202.0;Tim Gibbons, Robert Gajic, Larry David, Kym Whitley, Tasha Boggs, Melissa Catalan, Miguel Catalan, Leslie Dunn, Sam Fernández, Éric Gagné, Marcus Giles, Alma Oseguera, Martin Pinner, Juan Rodríguez, Beth Silverman, Deborah Wong Yang
tm247631;Clair Obscur;Şehnaz, a young female psychiatrist from Istanbul, starts mandatory duty in a provincial town. Back in the city, she maintains a marriage that looks flawless on the outside. Elmas, a young woman on the verge of breakdown, opens a new path in her.;2016;;100;drama;TR, DE;6.5;2697.0;Funda Eryiğit, Ecem Uzun, Mehmet Kurtuluş, Okan Yalabık, Serkan Keskin, Sema Poyraz, Metin Akdülger, Evren Duyal, Ahmet Rıfat Şungar, Yasemin Çonka, Ilgaz Kocatürk, Fatih Dokgöz, İpek Türktan, Yeşim Ustaoğlu
tm266629;Russell Peters: Almost Famous;The comic comes home to Toronto to sound off on cultural quirks, furniture building and bathroom visits, revelling in all things ridiculously human.;2016;;73;comedy;US;6.6;2005.0;Russell Peters, David Higby
tm139532;Before I Wake;In this intense and heart pounding supernatural thriller, Jessie (Kate Bosworth) and Mark (Thomas Jane) decide to take in a sweet and loving 8-year-old boy, Cody. Unbeknownst to them, Cody is terrified of falling asleep. At first, they assume his previous unstable homes caused his aversion to sleep, but soon discover why: Cody's dreams manifest in reality as he sleeps. In one moment they experience the incredible wonder of Cody's imagination, and in the next, the horrific nature of his night terrors. To save their new family, Jessie and Mark embark on a dangerous hunt to uncover the truth behind Cody's nightmares.;2016;PG-13;97;fantasy;US;6.2;48398.0;Marvin Bogatsch, Peter Neugebauer
tm221740;Closet Monster;A creative and driven teenager is desperate to escape his hometown and the haunting memories of his turbulent childhood.;2016;;90;drama;CA;7.0;8239.0;Connor Jessup, Aaron Abrams, Joanne Kelly, Aliocha Schneider, Sofia Banzhaf, Jack Fulton, Mary Walsh, Isabella Rossellini, Jinji Dawson, Meghan Cullen, Brad Nippard, Megan Kennedy, Sean Panting, Megan Rose Jones, Timothy Myles, Wangeci Warui, Jonathan Watton, Emma McIsaac, Teigan Follett, Paula Morgan, Ross Moore, Kimberley Drake, James Hawksley, Marthe Bernard, Renee Dumaresque, Leah McPherson, Stephen Dunn
tm272484;Michael Che Matters;"""SNL"" star Michael Che takes on hot-button topics like inequality, homophobia and gentrification in this stand-up set filmed live in Brooklyn.";2016;;60;comedy;US;7.2;2737.0;Michael Che, Oz Rodriguez
tm238681;Kung Fu Panda: Secrets of the Scroll;As Po looks for his lost action figures, the story of how the panda inadvertently helped create the Furious Five is told.;2016;G;23;animation;US;;;Jack Black, James Hong, Dustin Hoffman, Seth Rogen, Lucy Liu, Kari Wahlgren, Tara Macri, Randall Duk Kim, David Cross, Jayden Lund, James Sie, Eliott Guenoden, Stephen Kearin, Joseph Izzo, Jerry Clarke, Peter Cilella, Kelly Stables, Rodolphe Guenoden
tm136321;Advantageous;In a near-future city where soaring opulence overshadows economic hardship, Gwen and her daughter, Jules, do all they can to hold on to their joy, despite the instability surfacing in their world.;2015;;92;scifi;US;6.2;5378.0;Jacqueline Kim, James Urbaniak, Freya Adams, Ken Jeong, Jennifer Ehle, Samantha Kim, Troi Zee, Olivia Horton, Jennifer Ikeda, Mercedes Griffeth, Sameerah Luqmaan-Harris, Theresa Navarro, Rex Lee, Jeanne Sakata, Matthew Kim, Rebecca Summers, Jennifer Phang
tm205890;The Take;Michael Mason is an American pickpocket living in Paris who finds himself hunted by the CIA when he steals a bag that contains more than just a wallet. Sean Briar, the field agent on the case, soon realises that Michael is just a pawn in a much bigger game and is also his best asset to uncover a large-scale conspiracy.;2016;R;92;action;US, FR, GB;6.3;46090.0;Idris Elba, Richard Madden, Charlotte Le Bon, Kelly Reilly, José Garcia, Anatol Yusef, Ériq Ebouaney, Alex Fondja, Arieh Worthalter, Thierry Godard, Vincent Londez, Stéphane Caillard, Mohamed Makhtoumi, Théo Costa-Marini, Jérôme Gaspard, Ismaël Sy Savané, Ines Boughanmi, Jorge Leon Martinez, Valeria Ragonese, Tugba Tirpan, James Watkins
tm218052;Drishyam;A simple, street-smart man tries to protect his family from a tough cop looking for his missing son.;2015;R;163;thriller;IN;8.2;87358.0;Ajay Devgn, Tabu, Shriya Saran, Rajat Kapoor, Ishita Dutta, Mrunal Jadhav, Kamlesh Sawant, Prathamesh Parab, Rishab Chadha, Prasanna Ketkar, Sandeep Pandey, Ashish Warang, Sanjay Bhatia, Sonika Chopra, Sharad Bhutadiya, Yogesh Soman, Nishikant Kamat
tm204035;Spectral;A special-ops team is dispatched to fight supernatural beings that have taken over a European city.;2016;PG-13;109;thriller;US;6.3;60886.0;"James Badge Dale, Emily Mortimer, Gonzalo Menendez, Max Martini, Ryan Robbins, Bruce Greenwood, Jimmy Akingbola, Brian Caspe, Clayne Crawford, Ursula Parker, Louis Ozawa, Miklós Bányai, Dylan Smith, James D. Dever, Royce Pierreson, ""Mark ONeal"", Declan Hannigan, Narantsogt Tsogtsaikhan, Tsogbaatar Batzorig, Philip Bulcock, Peter Schueller, Peter J. Chaffey, Filip Watermann, Michael Bodie, Aaron Șerban, András Ábel, Zoltan Lörincz, Zoltán Téglás, Zoli Teglas, Tsogtsaikan Narantsogt, Thomas Kelly, Stephen Root, Nic Mathieu"
tm270982;Layla M.;18-year-old Layla, a Dutch girl with Moroccan roots, joins a group of radical Muslims. She encounters a world that nurtures her ideas initally, but finally confronts her with an impossible choice.;2016;;98;drama;NL;6.6;1857.0;Nora el Koussour, Ilias Addab, Hassan Akkouch, Yasemin Çetinkaya, Husam Chadat, Karl Ferlin, Sachli Gholamalizad, Mohammed Azaay, Zouhair Ait Aadi, Steef Cuijpers, Miraj de Groof, Kerem Demirci, Nici Granit, Juju Habip, Batouz Nassaj, Mijke de Jong
tm200126;He Never Died;Jack is a solitary man with a mysterious past. His strange habits will soon become stranger when his past catches up with him.;2015;;99;fantasy;US, CA;6.3;21126.0;Henry Rollins, Booboo Stewart, Kate Greenhouse, Jordan Todosey, David Richmond-Peck, James Cade, Don Francks, Steven Ogg, Dan Petronijevic, Michael Cram, Chantal Craig, Scott Edgecombe, Robert Thomas, Elias Edraki, Tamara Almeida, Walter Alza, Scotty Cook, Karl Campbell, Blair Johannes, Aron Tager, Craig Burnatowski, Danny Lima, Domenico Fiore, Elley Ray, Nuala Fitzgerald, Jerry A. Ziler, Mary Elaina Brisebois, Alan C. Peterson, Dominic Longo, Don Gough, Justin Bigelli, Xavier de Guzman, Austin Macdonald, Anthony Gerbrandt, Jason Krawczyk
tm208713;Gabbar Is Back;A vigilante network taking out corrupt officials draws the notice of the authorities.;2015;PG-13;130;drama;IN;7.1;25596.0;Akshay Kumar, Shruti Haasan, Suman Talwar, Jaideep Ahlawat, Sunil Grover, Ishita Vyas, Shruti Bapna, Kareena Kapoor Khan, Ravi Prakash, Manoj Chandila, Ninad Kamat, Saanvi Talwar, Chitrangda Singh, Jagdish Rajpurohit, Rajiv Kachroo, Radha Krishna Jagarlamudi
tm219233;Loving;The story of Richard and Mildred Loving, an interracial couple, whose challenge of their anti-miscegenation arrest for their marriage in Virginia led to a legal battle that would end at the US Supreme Court.;2016;PG-13;123;drama;GB, US;7.0;35102.0;Joel Edgerton, Ruth Negga, Michael Shannon, Marton Csokas, Nick Kroll, Bill Camp, Sharon Blackwood, Alano Miller, Terri Abney, David Jensen, Jon Bass, Christopher Mann, Winter-Lee Holland, Michael Abbott Jr., Chris Greene, Will Dalton, Matt Malloy, Andrene Ward-Hammond, D.L. Hopkins, Jennifer Joyner, Lance Lemon, Brenan Young, Dalyn Cleckley, Quinn McPherson, Jevin Crochrell, Georgia Crawford, Micah Claiborne, Devin Cleckley, Pryor Ferguson, Karen Vicks, Scott Wichmann, Benjamin Loeh, Bridget Gethins, Mark Huber, James Matthew Poole, Coley Campany, Sheri Lahris, Jordan Dickey, Coby Batty, Chris Condetti, Logan J. Woolfolk, Robert Haulbrook, Keith Tyree, James Nevins, W. Keith Scott, Tom Lancaster, Lonnie M Henderson, Brian Thomas Wise, Ken Holliday, Terry Menefee Gau, Marc Anthony Lowe, Jay SanGiovanni, Tyrell Ford, James Atticus Abebayehu, Jim D. Johnston, Derick Newson, Miles Hopkins, Kenneth William Clarke, Robert Furner, Victoria Chavatel Jimison, Darrick Claiborne, Raymond H. Johnson, Dean Mumford, Rebecca Turner, Mike Shiflett, Greg Cooper, Michael Abbott Jr., A. Smith Harrison, Keith Flippen, Jason Alan Cook, Jeff Nichols
tm243931;The Beginning of Life;One of the greatest neuroscience breakthroughs is having discovered that babies are far more than a genetic load. The development of all human beings lies on the combination of genetics, the quality of the relationships and the environment they are set on.  The Beginning of Life invites everyone to reflect: are we taking good care of this unique moment, which defines both the present and future of humankind?;2016;G;98;documentation;BR;7.5;971.0;Estela Renner
tm238486;Theo Von: No Offense;Known for always saying the unexpected and telling it like it is, even at the expense of offending, Louisiana comedian Theo Von returns home to film his first stand-up comedy special for Netflix at the Civic Theater in New Orleans.;2016;;65;comedy;US;5.6;943.0;Theo Von, John Asher
tm244915;Baaghi;Ronny is a rebellious man, who falls in love with Sia but circumstances separate them. Years later, Ronny learns that Sia is abducted by a martial arts champion, Raghav.;2016;;133;thriller;IN;5.3;9431.0;Tiger Shroff, Shraddha Kapoor, Sunil Grover, Sudheer Babu, Saurav Chakrabarti, Sanjay Mishra, Shaurya Bharadwaj, Kota Srinivasa Rao, Sumit Gulati, Ron Smoorenburg, Jason Tham, Aryan Prajapati, Sabbir Khan
tm244052;Sebastian Maniscalco: Why Would You Do That?;Comedian Sebastian Maniscalco performs his third Showtime special at the Beacon Theatre in Manhattan.;2016;;63;comedy;US;7.4;1218.0;Sebastian Maniscalco, Joe DeMaio
tm246579;Rainbow Time;Todd grew up under the strange shadow of his older mentally challenged brother Shonzi. As kids, Shonzi forced Todd to make action movies. As adults he pressures him to share love life details, even showing Shonzi a sex tape he made with an old girlfriend to help him cope when family tragedy hits. When their dad suffers a heart attack, Shonzi (now 40, and still a virgin) moves in with Todd and his new girlfriend Lindsay. Shonzi wants desperately to be included in their relationship like old times. When Shonzi’s begging become threats to reveal secrets from their past, Todd must find the courage to be honest with Lindsay, even if it means the end of their relationship.;2016;;91;comedy;US;5.9;756.0;Timm Sharp, Melanie Lynskey, Linas Phillips, Tobin Bell, Jay Duplass, Davie-Blue, Artemis Pebdani, Lauren Weedman, Austin Fryberger, Sam Buchanan, Sarah Smick, Jennifer Prediger, Robert Longstreet, Fiona Hardingham, Linas Phillips
tm134791;Unfriended;While video chatting one night, six high school friends receive a Skype message from a classmate who killed herself exactly one year ago. At first they think it's a prank, but when the girl starts revealing the friends' darkest secrets, they realize they are dealing with something out of this world, something that wants them dead.;2015;R;83;thriller;US;5.5;73854.0;Shelley Hennig, Heather Sossaman, Renee Olstead, Matthew Bohrer, Moses Storm, Will Peltz, Jacob Wysocki, Courtney Halverson, Mickey River, Cal Barnes, Christa Hartsock, Konstantin Khabenskiy, Levan Gabriadze
tm171965;Mike Birbiglia: My Girlfriend's Boyfriend;Mike Birbiglia shares a lifetime of romantic blunders and misunderstandings. On this painfully honest but hilarious journey, Birbiglia struggles to find reason in an area where it may be impossible to find: love.;2015;;75;comedy;US;8.0;3417.0;Mike Birbiglia, Seth Barrish
tm198786;Crazy Beautiful You;A bad girl and a province boy found love in the state of being broken and in the process of healing.;2015;;115;romance;PH;7.0;892.0;Kathryn Bernardo, Daniel Padilla, Lorna Tolentino, Gabby Concepcion, Inigo Dominic Pascual, Dante Ponce, Kakai Bautista, Hyubs Azarcon, Kiray Celis, Neil Coleta, Thou Reyes, Menggie Cobarrubias, JM Ibañez, Andrea Brillantes, Inah de Belen, Loisa Andalio, Chie Filomeno, Tippy Dos Santos, Cheska Iñigo, Bryan Santos, Mae Cruz-Alviar
tm233214;Under the Shadow;After Shideh's building is hit by a missile during the Iran-Iraq War, a superstitious neighbor suggests that the missile was cursed and might be carrying malevolent Middle-Eastern spirits. She becomes convinced a supernatural force within the building is attempting to possess her daughter Dorsa, and she has no choice but to confront these forces if she is to save her daughter and herself.;2016;PG-13;84;drama;GB, IR, JO, QA;6.8;28499.0;Narges Rashidi, Avin Manshadi, Bobby Naderi, Ray Haratian, Hamid Djavadan, Bijan Daneshmand, Behi Djanati Atai, Aram Ghasemy, Soussan Farrokhnia, Arash Marandi, Nabil Koni, Sajjad Delafrooz, Houshang Ranjbar, Amir Ranjbar, Babak Anvari
tm137869;Wild Card;When a Las Vegas bodyguard with lethal skills and a gambling problem gets in trouble with the mob, he has one last play… and it's all or nothing.;2015;R;92;thriller;US;5.6;57146.0;"Jason Statham, Michael Angarano, Dominik Garcia, Milo Ventimiglia, Hope Davis, Max Casella, Stanley Tucci, Sofía Vergara, Jason Alexander, Anne Heche, Chris Browning, Matthew Willig, François Vincentelli, Davenia McFadden, Michael Papajohn, Jean Claude Leuyer, Greice Santo, Freddie Poole, Nick Epper, Lara Grice, ""DArcy Allen"", Shanna Forrestall, Lee Perkins, Angela Kerecz, Kyle Clements, Allison Wirges, Billy Tilk, Pete Antico, J. Travis Merendino, Clayton J. Barber, Diana Durango, Simon West"
tm421855;4K Fireplace;Enjoy this crackling fireplace during a holiday party or a cozy night in. Shot in stunning 4K Ultra HD, this music-free fireplace video flickers, crackles and adds warmth to any room. Loop video playback for continuous enjoyment.;2015;G;60;family;US;7.7;53.0;fireplace
tm271839;Dana Carvey: Straight White Male, 60;Emmy-winning comedian Dana Carvey blends pitch-perfect tales on big personalities with so-true-it-hurts stories from his life as a dad of millennials.;2016;;64;comedy;US;6.5;1569.0;Dana Carvey, Marcus Raboy
tm214825;The Ridiculous 6;"When his long-lost outlaw father returns, Tommy ""White Knife"" Stockburn goes on an adventure-filled journey across the Old West with his five brothers.";2015;PG-13;119;western;US;4.8;47935.0;Adam Sandler, Taylor Lautner, Steve Buscemi, Steve Zahn, David Spade, Nick Nolte, John Turturro, Chris Parnell, Terry Crews, Luke Wilson, Danny Trejo, Harvey Keitel, Rob Schneider, Will Forte, Jorge Garcia, Nick Swardson, Norm Macdonald, Whitney Cummings, Jared Sandler, Jon Lovitz, John Farley, Lavell Crawford, Blake Clark, Blake Shelton, Vanilla Ice, Julia Jones, Dan Patrick, Sarah Minnich, Saginaw Grant, Katalina Parrish, Alex Knight, Kevin Grady, Catharine E. Jones, David Manzanares, Henry Steckman, Kimo Keoke, Ruben Rivera Laguna, Ricardo Andres, Richard Beal, Paul Caster, Jetto Dorsainville, Madison Fogle, Corinne Fox, Christopher W. Garcia, Alan Humphrey, Rodger Larance, Jameson Macmillan, Meggie Maddock, Natasha Nazario, Clint Obenchain, Martin Palmer, Burton Ritchie, Gonzalo Robles, J. Nathan Simmons, Michael E. Stogner, Dana Goodman, Jackie Sandler, Chris Kattan, Julia Vera, Chris Titone, Tim Herlihy, Sadie Sandler, Sunny Sandler, Kenneth Ruthardt, J.D. Donaruma, Jonathan Loughran, Dan Bulla, King Orba, Ryan Happy, Derek Lacasa, Tina Parker, Stephen Eiland, Lauren Poole, Patrick Gozur, Fernando Fresquez, Robin Leach, Frank Coraci
tm66466;Wazir;'Wazir' is a tale of two unlikely friends, a wheelchair-bound chess grandmaster and a brave ATS officer. Brought together by grief and a strange twist of fate, the two men decide to help each other win the biggest games of their lives. But there's a mysterious, dangerous opponent lurking in the shadows, who is all set to checkmate them.;2016;PG-13;103;thriller;IN;7.2;18681.0;Amitabh Bachchan, Farhan Akhtar, Aditi Rao Hydari, John Abraham, Neil Nitin Mukesh, Manav Kaul, Prakash Belawadi, Murali Sharma, Nishigandha Wad, Avtar Gill, Seema Pahwa, Vaidehi Parshurami, Bejoy Nambiar
tm234735;Time Out;The friendship, laughter and shared love between two brothers is tested when a 14-year-old boy is confronted with the complexities of a simple relationship.  Gaurav finds out that his elder brother Mihir is gay. He is unable to accept this as he looks up to Mihir, a high-school jock whom every girl fancies. Adding to his woes, the girl he fancies 'friend-zones' him.  'How to fix your gay kid' is what their mother types into internet search when Mihir reveals his sexual orientation and wishes to come out of the closet.;2015;;98;drama;IN;6.1;434.0;Pranay Pachauri, Chirag Malhotra, Rikhil Bahadur
tm273933;Reggie Watts: Spatial;The comic innovator delivers a surreal set blending experimental songs, jokes about grits, guns and drugs, and other improvised comedy adventures.;2016;;61;comedy;US;6.0;535.0;Reggie Watts, Rory Scovel, Kate Berlant, Chloe Arnold, Benjamin Dickinson
tm238722;Collateral Beauty;Retreating from life after a tragedy, a man questions the universe by writing to Love, Time and Death. Receiving unexpected answers, he begins to see how these things interlock and how even loss can reveal moments of meaning and beauty.;2016;PG-13;96;drama;US;6.7;102011.0;"Will Smith, Edward Norton, Kate Winslet, Michael Peña, Helen Mirren, Jacob Latimore, Keira Knightley, Naomie Harris, Ann Dowd, Enrique Murciano, Kylie Rogers, Natalie Gold, Liza Colón-Zayas, Shirley Rumierk, Alyssa Cheatham, Benjamin Snyder, Mary Beth Peil, Andy Taylor, Michael Cumpsty, Claire Glassford, Joseph Castillo-Midyett, Bryan Terrell Clark, Marcus Paul James, Mykal Kilgore, Jimmy Palumbo, Elia Monte-Brown, Suzy Jane Hunt, Crystal Anne Dickinson, Andres Munar, Harriett D. Foy, Maureen Mueller, Steven Hauck, ""Robert Toshi Kar Yuen Chan"", Willie C. Carpenter, Jabriah Anderson, Laura Hart, Emily Bennett, Liz Celeste, Madeline Lupi, Jordana Keller, Reginald L. Barnes, Lily Peterson, David Frankel"
tm228657;Cosmos Laundromat;On a desolate island, a suicidal sheep named Franck meets his fate…in the form of a quirky salesman named Victor, who offers him the gift of a lifetime. The gift is many lifetimes, actually, in many different worlds – each lasting just a few minutes. In the sequel to the pilot, Franck will find a new reason to live…in the form of a bewitching female adventurer named Tara, who awakens his long-lost lust for life. But can Franck keep up with her?;2015;;12;animation;NL;;;Pierre Bokma, Reinout Scholten van Aschat, Mathieu Auvray
tm219248;The Fundamentals of Caring;Having suffered a tragedy, Ben becomes a caregiver to earn money. His first client, Trevor, is a hilarious 18-year-old with muscular dystrophy. One paralyzed emotionally, one paralyzed physically, Ben and Trevor hit the road on a trip into the western states. The folks they collect along the way will help them test their skills for surviving outside their calculated existence. Together, they come to understand the importance of hope and the necessity of true friendship.;2016;R;97;drama;US;7.3;74811.0;Paul Rudd, Craig Roberts, Selena Gomez, Jennifer Ehle, Megan Ferguson, Frederick Weller, Julia Denton, Alex Huff, Samantha Huskey, Bill Murphey, Alan Boell, Robert Walker Branchaud, Eric Singer, James Donadio, Donna Biscoe, Ashley White, Matt Mercurio, Bobby Cannavale, Walter Hendrix III, Rob Burnett
tm212968;Frank and Cindy;"G.J. Echternkamp tells the story of his relationship with his parents, his mother Cindy and his step-father, Frank. Frank used to be a member of OXO, a band from the '80s whose one hit wonder scored with the song ""Whirly Girl"". Cindy was the ultimate groupie who married Frank and thought life would be glamorous and award shows, but it's not how it turned out.";2016;;102;comedy;US;6.1;898.0;Rene Russo, Oliver Platt, Johnny Simmons, Jane Levy, Marc Maron, Ron Myles, Jessica Garrison, Fabianne Therese, Claire Titelman, Nicholas Loiacano, Joseph Oliveira, Matthew Tilley, G.J. Echternkamp
tm267419;Joe Rogan: Triggered;Unleashing his inquisitive, intense comedic style, Rogan explores everything from raising kids and Santa Claus to pot gummies and talking to dolphins.;2016;;63;comedy;US;7.4;4649.0;Joe Rogan, Anthony Giordano
tm245594;Dear Zindagi;An unconventional thinker helps a budding cinematographer gain a new perspective on life.;2016;PG-13;149;romance;IN;7.4;41147.0;Alia Bhatt, Shah Rukh Khan, Ali Zafar, Kunal Kapoor, Angad Bedi, Ira Dubey, Yashaswini Dayama, Aditya Roy Kapur, Chitra Shukla, Rohit Saraf, Atul Kale, Aban Bharucha Deohans, Yashwant Singh, Madhav Vaze, Gauri Shinde
tm267948;7 años;The drama is centered on four friends and business partners who in one evening are forced to find a way to save their company and themselves. The impossible decision they face is agreeing on who will be the one to sacrifice their freedom to save the others from personal and financial demise. It is a race against time that will put their friendship and sanity to the test. Who will take the fall?;2016;R;76;drama;ES;6.7;5170.0;Paco León, Juan Pablo Raba, Àlex Brendemühl, Juana Acosta, Manuel Morón, Marta Torné, Marta Casielles, Josete Rivas, Roger Gual
tm243121;Mascots;Eager contestants don big heads and furry suits to vie for the title of World's Best Mascot.;2016;;95;comedy;US;5.8;7711.0;"Zach Woods, Wayne Wilderson, Sarah Baker, Michael Hitchcock, Tom Bennett, Kerry Godliman, Parker Posey, ""Chris ODowd"", Suanne Spoke, Steven M. Porter, Christopher Moynihan, Hayes Mercure, John Michael Higgins, Maria Blasucci, Suzi Barrett, Ryan Gaul, Matt Griesser, Brooke Hasalton, Jim Piddock, Adam Karchmer, Zoe Provenzano, Karly Rothenberg, Susan Yeagley, Tim Baltz, Carrie Aizley, Ed Begley Jr., Kathreen Khavari, Jane Lynch, Ithamar Enriquez, Marilyn Mark, Crafty St. James, Tommy Bechtold, Lindsey Warm, Scott Williamson, Don Lake, Fred Willard, Christopher Guest, Jennifer Coolidge, Bob Balaban, Harry Shearer, Morgan Obenreder, Vic Chao, Ross Kimball, Christopher Guest"
tm142881;Jem and the Holograms;As a small-town girl catapults from underground video sensation to global superstar, she and her three sisters begin a one-in-a-million journey of discovering that some talents are too special to keep hidden. Four aspiring musicians will take the world by storm when they see that the key to creating your own destiny lies in finding your own voice.;2015;PG;118;music;US;4.1;8061.0;Aubrey Peeples, Stefanie Scott, Hayley Kiyoko, Aurora Perrineau, Ryan Guzman, Molly Ringwald, Juliette Lewis, Isabella Kai, Barnaby Carpenter, Jason Kennedy, Nathan Moore, Justin Alastair, Mischke Butler, Samantha Newark, Christopher Scott, Marcei A. Brown, Jackie Tohn, Britta Phillips, Phillip Chbeeb, Nicholas Stewart, Jessica Lee Keller, Ryan Hansen, Quddus, Christy Marx, Hana Mae Lee, Katie Findlay, Eiza González, Kesha, Alicia Keys, Chris Pratt, Dwayne Johnson, Jimmy Fallon, Nicholas Braun, Jon M. Chu
tm233539;Dilwale;Raj is a Mafia member. One day he meet a girl (Meera) while chasing by his rival gang and falls in love with her. Later he finds out that this girl is the daughter of the leader of his rival gang. Yet their love story continues until he was shot by his girlfriend upon a deep misunderstanding. After that incident these two lovers lives separate until their siblings fallen in love. With this new love story their paths intertwines again.;2015;PG;158;comedy;IN;5.0;36131.0;Shah Rukh Khan, Kajol, Varun Dhawan, Kriti Sanon, Boman Irani, Johnny Lever, Sanjay Mishra, Kabir Bedi, Mukesh Tiwari, Vinod Khanna, Nawab Shah, Pankaj Tripathi, Varun Sharma, Vineet Sharma, Chetna Pande, Murali Sharma, Stuti Dixit, Naushaad Abbas, Pradeep Kabra, Jahangir Khan, Krishna Kotian, Rohit Shetty
tm233317;Pee-wee's Big Holiday;A fateful meeting with a mysterious stranger inspires Pee-wee Herman to take his first-ever holiday.;2016;PG;90;comedy;US;6.1;8337.0;"Paul Reubens, Joe Manganiello, Jessica Pohly, Alia Shawkat, Stephanie Beatriz, Jordan Black, Doug Cox, Linda Porter, Monica Horan, Brian Palermo, Katherine Vanderlinden, Tara Buck, John H. Mayer, Richard Riehle, Dave Power, Josh Meyers, Corey Martin Craig, Paul Rust, Robert R. Shafer, John Moody, Daniel Lue, Darrin Henson, Clayton Cannon, Patrick Egan, Gloria Vassy, Erick Chavarria, Frank Collison, Lynne Marie Stewart, Karen Maruyama, Hal Landon Jr., Michelle Meredith, ""Meredith OLeary"", K.T. Wiegman, Julie Ouellette, Alexandra Ella, Mary Karcz, Lily Mae Harrington, Mackenzie Marsh, Lindsay Hollister, Cooper Huckabee, Darryl Stephens, Dionne Gipson, Anthony Alabi, Sonya Eddy, Diane Salinger, Brad William Henke, Leo Fitzpatrick, Christopher Heyerdahl, Alan R. Rodriguez, Michael Pauley, Joseph Mancuso, David Arquette, Janina Gavankar, Kelly Bush Novak, Taymour Ghazi, Nicole Sullivan, Robert Broski, Pamela Mant, Thea Andrews, John Paragon, Charles Robinson, Maya Nalli, Ryan Nemeth, John Lee"
tm137002;Bāhubali: The Beginning;The young Shivudu is left as a foundling in a small village by his mother. By the time he’s grown up, it has become apparent that he possesses exceptional gifts. He meets the beautiful warrior princess Avanthika and learns that her queen has been held captive for the last 25 years. Shividu sets off to rescue her, discovering his own origins in the process.;2015;;158;action;IN;8.0;128246.0;Prabhas, Rana Daggubati, Tamannaah Bhatia, Anushka Shetty, Ramya Krishnan, Nassar, Sathyaraj, Sudeep, Adivi Sesh, Tanikella Bharani, Prabhakar, Rohini, Rakesh Varre, Ramakrishna Meka, S. S. Rajamouli, Charandeep, Scarlett Mellish Wilson, Nora Fatehi, Gabriela Bertante, Bharani Shankar, Kalpalatha, John Kokken, S. S. Rajamouli
tm151716;Cowspiracy: The Sustainability Secret;Follow the shocking, yet humorous, journey of an aspiring environmentalist, as he daringly seeks to find the real solution to the most pressing environmental issues and true path to sustainability.;2015;;90;documentation;US;8.1;25741.0;Keegan Kuhn
tm238717;Barakah Meets Barakah;The story of two lovers who are united in an environment hostile to dating of any kind. Barakah is municipal civil servant from Jeddah and an amateur actor in a theatre troupe. Barakah is a wild beauty, who functions as a crowd-puller for her stylish mother’s boutique and runs her own widely-seen vlog. They both defy customs and traditions, as well as the religious police, using modern communication technologies and traditional dating methods.;2016;;88;comedy;SA;6.3;1791.0;Hisham Fageeh, Fatima AlBanawi, Turki Shaikh, Marian Bilal, Reem Habib, Khaled Yeslam, Mahmoud Sabbagh
tm244403;ARQ;Two old friends living in a dystopic future become trapped in a mysterious time loop — one that may have something to do with an ongoing battle between an omnipotent corporation and a ragtag band of rebels.;2016;R;88;thriller;US;6.3;40112.0;Robbie Amell, Rachael Taylor, Gray Powell, Jacob Neayem, Shaun Benson, Adam Butcher, Jamie Spilchuk, Tantoo Cardinal, Nicolas Van Burek, Tony Elliott
tm275800;The Lighthouse of the Orcas;A mother travels to Patagonia with her autistic son with the hope that a ranger and a pod of wild orcas can help him find an emotional connection.;2016;;110;romance;AR, ES;6.7;4008.0;"Maribel Verdú, Joaquín Furriel, Ana Celentano, Osvaldo Santoro, Joaquín Rapalini, Ciro Miró, Federico Barga, Zoe Hochbaum, Alan Juan Pablo Moya, ""Eduardo Camión Domínguez"", Roberto Bubas, ""Eduardo Camión Domínguez"", Isidoro del Carmen, Errol Kenny Hughes, Maria A. Abraham, Julio Cesar Arriagada, José Alfredo Arriagada, Jesús Nazareno Arriagada, Mario Arriagada, Luis Nieves, Gerardo Olivares"
tm233425;A Silent Voice: The Movie;Shouya Ishida starts bullying the new girl in class, Shouko Nishimiya, because she is deaf. But as the teasing continues, the rest of the class starts to turn on Shouya for his lack of compassion. When they leave elementary school, Shouko and Shouya do not speak to each other again... until an older, wiser Shouya, tormented by his past behaviour, decides he must see Shouko once more. He wants to atone for his sins, but is it already too late...?;2016;PG-13;130;drama;JP;8.1;86206.0;Miyu Irino, Saori Hayami, Aoi Yuki, Kensho Ono, Yuki Kaneko, Yui Ishikawa, Megumi Han, Toshiyuki Toyonaga, Mayu Matsuoka, Sachiko Kojima, Hana Takeda, Fuminori Komatsu, Ikuko Tani, Erena Kamata, Ayano Hamaguchi, Ryunosuke Watanuki, Ryo Nishitani, Takuya Masumoto, Satsuki Yukino, Akiko Hiramatsu, Naoko Yamada
